plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,day_date,root
1_WT_controla_j,1,J,1,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,2,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,3,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,4,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,5,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,6,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,7,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,8,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,9,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,10,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,11,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,12,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,13,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,14,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,15,WT,0,3,9/24/2021 10:55:00 AM,0.275
1_WT_controla_j,1,J,16,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,17,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,18,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,19,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,20,WT,0,3,9/24/2021 10:55:00 AM,0.559
1_WT_controla_j,1,J,21,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controla_j,1,J,22,WT,0,3,9/24/2021 10:55:00 AM,NG
1_WT_controlb_j,1,J,1,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,2,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,3,WT,0,3,9/24/2021 10:56:00 AM,0.451
1_WT_controlb_j,1,J,4,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,5,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,6,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,7,WT,0,3,9/24/2021 10:56:00 AM,0.591
1_WT_controlb_j,1,J,8,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,9,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,10,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,11,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,12,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,13,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,14,WT,0,3,9/24/2021 10:56:00 AM,G
1_WT_controlb_j,1,J,15,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,16,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,17,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,18,WT,0,3,9/24/2021 10:56:00 AM,G
1_WT_controlb_j,1,J,19,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,20,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,21,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,22,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,23,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_controlb_j,1,J,24,WT,0,3,9/24/2021 10:56:00 AM,NG
1_WT_137.5_j,1,J,1,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,2,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,3,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,4,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,5,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,6,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,7,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,8,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,9,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,10,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,11,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,12,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,13,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,14,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,15,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,16,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,17,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,18,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,19,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_WT_137.5_j,1,J,20,WT,137.5,3,9/24/2021 10:57:00 AM,NG
1_KO_controla_j,1,J,1,KO,0,3,9/24/2021 10:58:00 AM,0.496
1_KO_controla_j,1,J,2,KO,0,3,9/24/2021 10:58:00 AM,G
1_KO_controla_j,1,J,3,KO,0,3,9/24/2021 10:58:00 AM,0.684
1_KO_controla_j,1,J,4,KO,0,3,9/24/2021 10:58:00 AM,0.583
1_KO_controla_j,1,J,5,KO,0,3,9/24/2021 10:58:00 AM,NG
1_KO_controla_j,1,J,6,KO,0,3,9/24/2021 10:58:00 AM,0.731
1_KO_controla_j,1,J,7,KO,0,3,9/24/2021 10:58:00 AM,0.504
1_KO_controla_j,1,J,8,KO,0,3,9/24/2021 10:58:00 AM,0.573
1_KO_controla_j,1,J,9,KO,0,3,9/24/2021 10:58:00 AM,0.6
1_KO_controla_j,1,J,10,KO,0,3,9/24/2021 10:58:00 AM,NG
1_KO_controla_j,1,J,11,KO,0,3,9/24/2021 10:58:00 AM,0.642
1_KO_controla_j,1,J,12,KO,0,3,9/24/2021 10:58:00 AM,0.605
1_KO_controla_j,1,J,13,KO,0,3,9/24/2021 10:58:00 AM,0.748
1_KO_controla_j,1,J,14,KO,0,3,9/24/2021 10:58:00 AM,0.435
1_KO_controla_j,1,J,15,KO,0,3,9/24/2021 10:58:00 AM,0.671
1_KO_controla_j,1,J,16,KO,0,3,9/24/2021 10:58:00 AM,0.583
1_KO_controla_j,1,J,17,KO,0,3,9/24/2021 10:58:00 AM,0.539
1_KO_controla_j,1,J,18,KO,0,3,9/24/2021 10:58:00 AM,0.679
1_KO_controla_j,1,J,19,KO,0,3,9/24/2021 10:58:00 AM,0.424
